"Plot Title: Pink"
"#","Date Time, GMT-07:00","Low Range, μS/cm (LGR S/N: 20414841, SEN S/N: 20414841)","Temp, °C (LGR S/N: 20414841, SEN S/N: 20414841)"
1104,09/26/18 12:23:00 PM,309.0,21.56
1105,09/26/18 12:24:00 PM,309.0,21.58
1106,09/26/18 12:25:00 PM,309.0,21.58
1107,09/26/18 12:26:00 PM,309.1,21.59
1108,09/26/18 12:27:00 PM,309.1,21.60
1109,09/26/18 12:28:00 PM,309.1,21.60
1110,09/26/18 12:29:00 PM,309.1,21.61
1111,09/26/18 12:30:00 PM,309.2,21.62
1112,09/26/18 12:31:00 PM,309.2,21.61
1113,09/26/18 12:32:00 PM,309.2,21.63
1114,09/26/18 12:33:00 PM,309.3,21.63
1115,09/26/18 12:34:00 PM,309.3,21.65
1116,09/26/18 12:35:00 PM,309.4,21.66
1117,09/26/18 12:36:00 PM,309.3,21.65
1118,09/26/18 12:37:00 PM,309.4,21.68
1119,09/26/18 12:38:00 PM,309.5,21.67
1120,09/26/18 12:39:00 PM,309.5,21.68
1121,09/26/18 12:40:00 PM,309.5,21.69
1122,09/26/18 12:41:00 PM,309.5,21.69
1123,09/26/18 12:42:00 PM,309.5,21.68
1124,09/26/18 12:43:00 PM,309.5,21.69
1125,09/26/18 12:44:00 PM,309.6,21.70
1126,09/26/18 12:45:00 PM,309.6,21.71
1127,09/26/18 12:46:00 PM,309.7,21.71
1128,09/26/18 12:47:00 PM,309.7,21.71
1129,09/26/18 12:48:00 PM,309.7,21.74
1130,09/26/18 12:49:00 PM,309.7,21.71
1131,09/26/18 12:50:00 PM,309.8,21.74
1132,09/26/18 12:51:00 PM,309.9,21.74
1133,09/26/18 12:52:00 PM,309.9,21.75
1134,09/26/18 12:53:00 PM,309.9,21.76
1135,09/26/18 12:54:00 PM,309.9,21.76
1136,09/26/18 12:55:00 PM,309.9,21.77
1137,09/26/18 12:56:00 PM,309.9,21.77
1138,09/26/18 12:57:00 PM,310.0,21.78
1139,09/26/18 12:58:00 PM,310.0,21.78
1140,09/26/18 12:59:00 PM,310.2,21.81
1141,09/26/18 01:00:00 PM,310.2,21.82
1142,09/26/18 01:01:00 PM,310.2,21.82
1143,09/26/18 01:02:00 PM,310.2,21.83
1144,09/26/18 01:03:00 PM,310.2,21.84
1145,09/26/18 01:04:00 PM,310.3,21.83
1146,09/26/18 01:05:00 PM,310.3,21.84
1147,09/26/18 01:06:00 PM,310.4,21.84
1148,09/26/18 01:07:00 PM,310.4,21.85
1149,09/26/18 01:08:00 PM,310.4,21.87
1150,09/26/18 01:09:00 PM,310.4,21.87
1151,09/26/18 01:10:00 PM,310.4,21.88
1152,09/26/18 01:11:00 PM,310.5,21.88
1153,09/26/18 01:12:00 PM,310.6,21.89
1154,09/26/18 01:13:00 PM,310.6,21.90
1155,09/26/18 01:14:00 PM,310.6,21.89
1156,09/26/18 01:15:00 PM,310.7,21.91
1157,09/26/18 01:16:00 PM,310.7,21.90
1158,09/26/18 01:17:00 PM,310.7,21.91
1159,09/26/18 01:18:00 PM,310.7,21.91
1160,09/26/18 01:19:00 PM,310.6,21.92
1161,09/26/18 01:20:00 PM,310.7,21.92
1162,09/26/18 01:21:00 PM,310.8,21.94
1163,09/26/18 01:22:00 PM,310.9,21.94
1164,09/26/18 01:23:00 PM,310.9,21.92
1165,09/26/18 01:24:00 PM,310.8,21.94
1166,09/26/18 01:25:00 PM,310.8,21.94
1167,09/26/18 01:26:00 PM,310.8,21.95
1168,09/26/18 01:27:00 PM,310.8,21.95
1169,09/26/18 01:28:00 PM,310.8,21.96
1170,09/26/18 01:29:00 PM,310.8,21.96
1171,09/26/18 01:30:00 PM,310.9,21.96
1172,09/26/18 01:31:00 PM,310.9,21.97
1173,09/26/18 01:32:00 PM,311.0,21.97
1174,09/26/18 01:33:00 PM,311.0,21.97
1175,09/26/18 01:34:00 PM,310.9,21.99
1176,09/26/18 01:35:00 PM,310.9,21.99
1177,09/26/18 01:36:00 PM,311.1,21.97
1178,09/26/18 01:37:00 PM,311.0,21.99
1179,09/26/18 01:38:00 PM,311.0,21.99
1180,09/26/18 01:39:00 PM,311.0,22.00
1181,09/26/18 01:40:00 PM,311.0,22.02
1182,09/26/18 01:41:00 PM,311.0,22.03
1183,09/26/18 01:42:00 PM,311.1,22.02
1184,09/26/18 01:43:00 PM,311.0,22.03
1185,09/26/18 01:44:00 PM,311.0,22.03
1186,09/26/18 01:45:00 PM,311.2,22.04
1187,09/26/18 01:46:00 PM,311.2,22.04
1188,09/26/18 01:47:00 PM,311.2,22.04
1189,09/26/18 01:48:00 PM,311.3,22.04
1190,09/26/18 01:49:00 PM,311.2,22.06
1191,09/26/18 01:50:00 PM,311.2,22.06
1192,09/26/18 01:51:00 PM,311.2,22.06
1193,09/26/18 01:52:00 PM,311.2,22.06
1194,09/26/18 01:53:00 PM,311.3,22.07
1195,09/26/18 01:54:00 PM,311.2,22.07
1196,09/26/18 01:55:00 PM,311.3,22.09
1197,09/26/18 01:56:00 PM,311.3,22.09
1198,09/26/18 01:57:00 PM,311.4,22.09
1199,09/26/18 01:58:00 PM,311.3,22.10
1200,09/26/18 01:59:00 PM,311.4,22.10
1201,09/26/18 02:00:00 PM,311.3,22.10
1202,09/26/18 02:01:00 PM,311.4,22.10
1203,09/26/18 02:02:00 PM,311.5,22.10
1204,09/26/18 02:03:00 PM,311.4,22.11
1205,09/26/18 02:04:00 PM,11.7,21.78
1206,09/26/18 02:05:00 PM,9.0,21.53
1207,09/26/18 02:06:00 PM,11.2,21.91
1208,09/26/18 02:07:00 PM,7.6,20.78
1209,09/26/18 02:08:00 PM,6.9,20.08
1210,09/26/18 02:09:00 PM,2.8,19.58
1211,09/26/18 02:10:00 PM,0.4,20.76
1212,09/26/18 02:11:00 PM,0.9,21.31
1213,09/26/18 02:12:00 PM,0.9,21.23
1214,09/26/18 02:13:00 PM,0.9,21.36
1215,09/26/18 02:14:00 PM,0.9,21.40
1216,09/26/18 02:15:00 PM,0.9,21.60
1217,09/26/18 02:16:00 PM,0.8,21.89
1218,09/26/18 02:17:00 PM,0.9,21.87
1219,09/26/18 02:18:00 PM,0.9,21.95
1220,09/26/18 02:19:00 PM,0.4,21.99
1221,09/26/18 02:20:00 PM,0.4,22.12
1222,09/26/18 02:21:00 PM,0.9,22.39
1223,09/26/18 02:22:00 PM,0.4,22.41
1224,09/26/18 02:23:00 PM,0.9,22.61
1225,09/26/18 02:24:00 PM,1.1,22.86
1226,09/26/18 02:25:00 PM,0.9,22.96
1227,09/26/18 02:26:00 PM,0.9,22.91
1228,09/26/18 02:27:00 PM,0.9,23.06
1229,09/26/18 02:28:00 PM,0.8,23.14
1230,09/26/18 02:29:00 PM,0.9,23.23
1231,09/26/18 02:30:00 PM,0.2,23.34
1232,09/26/18 02:31:00 PM,0.9,23.37
1233,09/26/18 02:32:00 PM,0.9,23.50
1234,09/26/18 02:33:00 PM,0.9,23.58
1235,09/26/18 02:34:00 PM,0.9,23.59
1236,09/26/18 02:35:00 PM,0.9,23.68
1237,09/26/18 02:36:00 PM,0.9,23.77
1238,09/26/18 02:37:00 PM,0.4,23.95
1239,09/26/18 02:38:00 PM,0.8,23.99
1240,09/26/18 02:39:00 PM,0.4,24.01
1241,09/26/18 02:40:00 PM,0.8,24.07
1242,09/26/18 02:41:00 PM,0.9,24.42
1243,09/26/18 02:42:00 PM,0.9,24.30
1244,09/26/18 02:43:00 PM,0.4,24.16
1245,09/26/18 02:44:00 PM,0.9,24.26
1246,09/26/18 02:45:00 PM,0.9,24.20
1247,09/26/18 02:46:00 PM,0.9,24.24
1248,09/26/18 02:47:00 PM,0.2,24.29
1249,09/26/18 02:48:00 PM,0.5,24.31
1250,09/26/18 02:49:00 PM,0.2,24.38
1251,09/26/18 02:50:00 PM,0.9,24.38
1252,09/26/18 02:51:00 PM,0.2,24.28
1253,09/26/18 02:52:00 PM,0.9,24.21
1254,09/26/18 02:53:00 PM,0.9,24.19
1255,09/26/18 02:54:00 PM,0.4,24.28
1256,09/26/18 02:55:00 PM,0.9,24.32
1257,09/26/18 02:56:00 PM,1.1,24.26
1258,09/26/18 02:57:00 PM,0.9,24.09
1259,09/26/18 02:58:00 PM,0.9,24.65
1260,09/26/18 02:59:00 PM,0.9,24.93
1261,09/26/18 03:00:00 PM,0.9,25.69
1262,09/26/18 03:01:00 PM,0.9,26.13
1263,09/26/18 03:02:00 PM,0.9,26.51
1264,09/26/18 03:03:00 PM,0.9,26.81
1265,09/26/18 03:04:00 PM,0.9,27.17
1266,09/26/18 03:05:00 PM,1.1,27.76
1267,09/26/18 03:06:00 PM,2.6,28.00
1268,09/26/18 03:07:00 PM,0.9,28.20
1269,09/26/18 03:08:00 PM,1.1,28.54
1270,09/26/18 03:09:00 PM,0.8,28.71
1271,09/26/18 03:10:00 PM,0.9,29.13
1272,09/26/18 03:11:00 PM,2.6,29.24
1273,09/26/18 03:12:00 PM,0.9,29.40
1274,09/26/18 03:13:00 PM,1.2,29.45
1275,09/26/18 03:14:00 PM,0.9,29.46
1276,09/26/18 03:15:00 PM,0.4,29.50
1277,09/26/18 03:16:00 PM,1.1,29.40
1278,09/26/18 03:17:00 PM,0.9,29.49
1279,09/26/18 03:18:00 PM,0.9,29.63
1280,09/26/18 03:19:00 PM,0.9,29.74
1281,09/26/18 03:20:00 PM,0.9,29.79
1282,09/26/18 03:21:00 PM,0.9,29.85
1283,09/26/18 03:22:00 PM,0.9,29.92
1284,09/26/18 03:23:00 PM,0.9,30.03
1285,09/26/18 03:24:00 PM,0.9,30.18
1286,09/26/18 03:25:00 PM,0.9,30.24
1287,09/26/18 03:26:00 PM,0.9,30.14
1288,09/26/18 03:27:00 PM,1.1,30.17
1289,09/26/18 03:28:00 PM,0.9,30.18
1290,09/26/18 03:29:00 PM,0.9,30.22
1291,09/26/18 03:30:00 PM,0.9,30.26
1292,09/26/18 03:31:00 PM,0.9,30.32
1293,09/26/18 03:32:00 PM,0.9,30.38
1294,09/26/18 03:33:00 PM,0.9,30.50
1295,09/26/18 03:34:00 PM,1.1,30.62
1296,09/26/18 03:35:00 PM,0.9,30.72
1297,09/26/18 03:36:00 PM,0.9,30.73
1298,09/26/18 03:37:00 PM,0.4,30.81
1299,09/26/18 03:38:00 PM,16.0,30.84
1300,09/26/18 03:39:00 PM,0.9,30.85
1301,09/26/18 03:40:00 PM,0.4,30.77
1302,09/26/18 03:41:00 PM,0.9,30.58
1303,09/26/18 03:42:00 PM,0.9,30.46
1304,09/26/18 03:43:00 PM,0.9,30.37
1305,09/26/18 03:44:00 PM,0.9,30.32
1306,09/26/18 03:45:00 PM,1.1,30.23
1307,09/26/18 03:46:00 PM,0.4,30.21
1308,09/26/18 03:47:00 PM,0.9,30.04
1309,09/26/18 03:48:00 PM,0.4,29.97
1310,09/26/18 03:49:00 PM,1.1,29.88
1311,09/26/18 03:50:00 PM,0.4,29.85
1312,09/26/18 03:51:00 PM,0.9,29.75
1313,09/26/18 03:52:00 PM,0.9,29.69
1314,09/26/18 03:53:00 PM,0.9,29.66
1315,09/26/18 03:54:00 PM,0.9,29.63
1316,09/26/18 03:55:00 PM,0.9,29.59
1317,09/26/18 03:56:00 PM,0.9,29.51
1318,09/26/18 03:57:00 PM,0.9,29.39
1319,09/26/18 03:58:00 PM,0.9,29.34
1320,09/26/18 03:59:00 PM,0.9,29.24
1321,09/26/18 04:00:00 PM,0.8,29.15
1322,09/26/18 04:01:00 PM,0.9,29.06
1323,09/26/18 04:02:00 PM,0.9,29.00
1324,09/26/18 04:03:00 PM,0.9,28.92
1325,09/26/18 04:04:00 PM,0.9,28.81
1326,09/26/18 04:05:00 PM,0.4,28.73
1327,09/26/18 04:06:00 PM,0.9,28.65
1328,09/26/18 04:07:00 PM,1.1,28.59
1329,09/26/18 04:08:00 PM,0.9,28.54
1330,09/26/18 04:09:00 PM,0.4,28.48
1331,09/26/18 04:10:00 PM,0.9,28.45
1332,09/26/18 04:11:00 PM,0.9,28.43
1333,09/26/18 04:12:00 PM,1.1,28.43
1334,09/26/18 04:13:00 PM,0.9,28.43
1335,09/26/18 04:14:00 PM,0.9,28.38
1336,09/26/18 04:15:00 PM,0.9,28.33
1337,09/26/18 04:16:00 PM,0.9,28.25
1338,09/26/18 04:17:00 PM,0.9,28.21
1339,09/26/18 04:18:00 PM,1.1,28.18
1340,09/26/18 04:19:00 PM,0.9,28.15
1341,09/26/18 04:20:00 PM,0.9,28.11
1342,09/26/18 04:21:00 PM,0.9,28.11
1343,09/26/18 04:22:00 PM,0.9,28.09
1344,09/26/18 04:23:00 PM,0.4,28.11
1345,09/26/18 04:24:00 PM,0.9,28.12
1346,09/26/18 04:25:00 PM,1.1,28.14
1347,09/26/18 04:26:00 PM,0.2,28.15
1348,09/26/18 04:27:00 PM,0.9,28.13
1349,09/26/18 04:28:00 PM,0.9,28.12
1350,09/26/18 04:29:00 PM,0.8,28.12
1351,09/26/18 04:30:00 PM,0.9,28.12
1352,09/26/18 04:31:00 PM,0.9,28.11
1353,09/26/18 04:32:00 PM,0.9,28.12
1354,09/26/18 04:33:00 PM,0.9,28.11
1355,09/26/18 04:34:00 PM,0.9,28.07
1356,09/26/18 04:35:00 PM,0.9,28.05
1357,09/26/18 04:36:00 PM,0.9,28.04
1358,09/26/18 04:37:00 PM,0.9,28.02
1359,09/26/18 04:38:00 PM,0.9,27.98
1360,09/26/18 04:39:00 PM,0.9,27.96
1361,09/26/18 04:40:00 PM,0.9,27.96
1362,09/26/18 04:41:00 PM,0.9,27.93
1363,09/26/18 04:42:00 PM,0.9,27.91
1364,09/26/18 04:43:00 PM,0.9,27.86
1365,09/26/18 04:44:00 PM,1.1,27.86
1366,09/26/18 04:45:00 PM,0.9,27.87
1367,09/26/18 04:46:00 PM,1.1,27.75
1368,09/26/18 04:47:00 PM,0.9,27.72
1369,09/26/18 04:48:00 PM,0.9,27.62
